CONSORT_Item,PMCID,sentence_id,start_char_pos,end_char_pos,section,clean_sentence_text
6a,PMC3623038,S62,8246,8396,Safety criteria, In view possible antagonistic effect memantine nicotinic acetylcholine receptors 5 drowsiness assessed Epworth Sleepiness Scale
0,PMC3623038,S63,8397,8523,Safety criteria, The study s Data Safety Monitoring Board examined adverse event reports periodically blinding code broken
6a,PMC3623038,S64,8524,8764,Safety criteria, In order estimate final plasma concentration memantine blood sample taken patients ie groups maintain blinding morning administration study medication 7 00 last day treatment
0,PMC3623038,S66,8819,9014,Sample size calculation, In previous study 17 patients methylphenidate observed stride length increase relative baseline 0 4  m SD 0 4 stand walk sit test 3  months treatment 11
0,PMC3623038,S67,9015,9180,Sample size calculation, Despite use sensitive optoelectronic analysis present study adopted anticipated stride length difference 0 4  m SD 0 4
7a,PMC3623038,S68,9181,9287,Sample size calculation, With power 80 type I error 5 total sample size found 17 patients per group
7a,PMC3623038,S69,9288,9582,Sample size calculation, Next basis coefficient 0 4 correlation baseline measurement end of study measurement covariance analysis ii low dropout rate iii replacement dropouts calculated required sample size 14 patients per group
12a,PMC3623038,S71,9634,9739,Statistical analysis, Descriptive analyses Shapiro Wilk test used check whether data normally distributed
12a,PMC3623038,S72,9740,9791,Statistical analysis, Non normally distributed data log transformed
12a,PMC3623038,S73,9792,9941,Statistical analysis, The primary criterion tested covariance analysis adjustment baseline patients data recorded final assessment
0,PMC3623038,S74,9942,9976,Statistical analysis, The effect size also computed
12a,PMC3623038,S75,9977,10084,Statistical analysis, Furthermore covariance model s validity checked analysing residuals Cook distances
12b,PMC3623038,S76,10085,10176,Statistical analysis, Numerical safety data randomised patients assessed analysis variance
0,PMC3623038,S77,10177,10251,Statistical analysis, The threshold statistical significance set p 0 05 cases
12a,PMC3623038,S78,10252,10377,Statistical analysis, All statistical tests two tailed performed SAS software V 9 2 SAS Institute Inc Cary North Carolina USA
0,PMC3623038,S114,15215,15229,Supplementary Material, Web supplement
0,PMC3623038,S116,15320,15330,Supplementary Material, Web figure
0,PMC3623038,S118,15421,15430,Supplementary Material, Web table
3a,PMC3641608,S44,7454,7884,Trial design, ARROW open label randomised parallel group trial untreated except ART prevent mother to child transmission children adolescents aged 3 months 17 years HIV met WHO 2006 criteria ART initiation15 three centres Uganda Joint Clinical Research Centre Kampala Baylor Uganda Mulago MRC UVRI Uganda Research Unit AIDS Entebbe one Zimbabwe University Zimbabwe Harare
4a,PMC3641608,S44,7454,7884,Trial design, ARROW open label randomised parallel group trial untreated except ART prevent mother to child transmission children adolescents aged 3 months 17 years HIV met WHO 2006 criteria ART initiation15 three centres Uganda Joint Clinical Research Centre Kampala Baylor Uganda Mulago MRC UVRI Uganda Research Unit AIDS Entebbe one Zimbabwe University Zimbabwe Harare
4b,PMC3641608,S44,7454,7884,Trial design, ARROW open label randomised parallel group trial untreated except ART prevent mother to child transmission children adolescents aged 3 months 17 years HIV met WHO 2006 criteria ART initiation15 three centres Uganda Joint Clinical Research Centre Kampala Baylor Uganda Mulago MRC UVRI Uganda Research Unit AIDS Entebbe one Zimbabwe University Zimbabwe Harare
4a,PMC3641608,S45,7885,8137,Trial design, Children acute infections drugs contraindicated ART unlikely adhere attend regularly laboratory abnormalities contraindicating ART pregnant breastfeeding perinatally exposed ART 6 months old excluded
5,PMC3641608,S46,8138,8326,Trial design, Participants randomly assigned 1 1 clinically driven monitoring versus routine laboratory plus clinical monitoring toxicity haematology biochemistry efficacy CD4
5,PMC3641608,S47,8327,8798,Trial design, Children also randomly assigned 1 1 1 factorial design three approaches first line ART open label lamivudine abacavir plus NNRTI continuously group A control induction maintenance four drug lamivudine abacavir NNRTI plus zidovudine 36 weeks lamivudine abacavir plus NNRTI group B induction maintenance lamivudine abacavir NNRTI plus zidovudine 36 weeks lamivudine abacavir plus zidovudine group C
0,PMC3641608,S48,8799,8824,Trial design, HLA testing done
0,PMC3641608,S49,8825,8885,Trial design, HIV viral loads done retrospectively stored samples
0,PMC3641608,S50,8886,9127,Trial design, The hypothesis clinically driven monitoring would result similar outcomes routine laboratory monitoring non inferiority four drug induction maintenance would greater efficacy would standard three drug ART
5,PMC3641608,S51,9128,9229,Trial design, The NNRTI nevirapine efavirenz chosen clinicians according local availability age
0,PMC3641608,S52,9230,9384,Trial design, Caregivers gave written informed consent older children 8  17 years aware HIV status also gave assent consent following national guidelines
0,PMC3641608,S53,9385,9470,Trial design, The trial approved research ethics committees Uganda Zimbabwe UK
8b,PMC3641608,S55,9527,9613,Randomisation and masking, Both factorial randomisations stratified centre age 7 7  12 years
9,PMC3641608,S56,9614,9975,Randomisation and masking, The computer generated sequentially numbered randomisation list variable block sizes containing allocations pre prepared trial statistician incorporated within secure database trial centre connected located within clinical centre allowing trial managers access next number whole list
8a,PMC3641608,S56,9614,9975,Randomisation and masking, The computer generated sequentially numbered randomisation list variable block sizes containing allocations pre prepared trial statistician incorporated within secure database trial centre connected located within clinical centre allowing trial managers access next number whole list
10,PMC3641608,S57,9976,10051,Randomisation and masking, Randomisation undertaken clinicians phoning local trials centre
11a,PMC3641608,S58,10052,10146,Randomisation and masking, Once randomised allocation open  ie physicians carers aware group assignment
6a,PMC3641608,S60,10188,10516,Procedures, All participants examined doctor routine full blood count white cell differential lymphocyte subsets CD4 CD8 biochemistry tests bilirubin urea creatinine aspartate aminotransferase alanine aminotransferase screening randomisation lymphocytes weeks 4 8 12 every 12 weeks
0,PMC3641608,S61,10517,10567,Procedures, Screening results used assess eligibility
0,PMC3641608,S62,10568,11081,Procedures, All subsequent results participants assigned routine laboratory monitoring returned clinicians whereas results randomisation participants allocated clinically driven monitoring returned requested clinical management authorised centre project leaders haemoglobin results week 8 automatically returned basis early anaemia DART 16 grade 4 laboratory toxicities protocol safety criteria grades defined17 apart neutrophils18
0,PMC3641608,S63,11082,11303,Procedures, Total lymphocytes CD4 tests never returned participants clinically driven monitoring children investigations could requested concomitant drugs prescribed clinically indicated
5,PMC3641608,S64,11312,11406,Procedures, All children received ART syrups tablets dosed according WHO weight band tables 19  21
