PMCID,sentence_id,CONSORT_Item,sentence_text
PMC3348565,S12,,Our primary outcome was the first or only episode of radiologically confirmed pneumonia.
PMC3348565,S13,,Our analysis was by intention to treat.
PMC3348565,S14,,"This study is registered with ClinicalTrials.gov, number NCT00548379."
PMC3348565,S15,,Findings
PMC3348565,S16,,1524 children were assigned to receive vitamin D3 and 1522 placebo.
PMC3348565,S17,,"There was no significant difference between the incidence of first or only pneumonia between the vitamin D (0Â·145 per child per year, 95% CI 0Â·129â€“0Â·164) and the placebo group (0.137, 0Â·121â€“0Â·155); the incidence rate ratio was 1Â·06 (95% CI 0Â·89â€“1Â·27)."
PMC3348565,S18,,"From 652 children during five separate periods of testing serum calcifediol, only one child in each of two testing periods had results greater than 375 nmol/L in the intervention groupâ€”a toxic level."
PMC3348565,S19,,Interpretations
PMC3348565,S20,,Quarterly bolus doses of oral vitamin D3 supplementation to infants are not an effective intervention to reduce the incidence of pneumonia in infants in this setting.
PMC3348565,S21,,Funding
PMC3348565,S22,,Wellcome Trust and British Council.
PMC3348565,S23,,Introduction
PMC3348565,S24,,Afghanistan has the third highest mortality of children younger than 5 years in the world (257 per 1000 livebirths); a leading cause of this is pneumonia.
PMC3348565,S25,,Two hospital-based case-control studies in Ethiopia1 and India2 suggest that vitamin D deficiency might substantially increase the risk of severe pneumonia in children.
PMC3348565,S26,,Our systematic review identified one randomised placebo controlled trial3 relating pneumonia or lower respiratory infections to vitamin D deficiency supplementation in young children.
PMC3348565,S27,,This trial of 100â€ˆ000 IU (2Â·5 mg) vitamin D3 (cholecalciferol) supplementation along with antibiotic treatment of children younger than 3 years with clinically diagnosed pneumonia in Kabul showed no difference in the time to recovery between the groups.
PMC3348565,S28,,"However, the risk of repeated pneumonia in the subsequent 3 months was 13% (relative risk [RR] 0Â·78, 95% CI 0Â·64â€“0Â·94; p=0Â·01) lower in the vitamin D3 compared with the placebo group.3"
PMC3348565,S29,,Other more recent studies assessing different outcomes in children or adults have conflicting findings on the effectiveness of vitamin D.
PMC3348565,S30,,There is growing evidence of the vitamin D parancrine system enhancing innate immunity:4 the activation of Toll-like receptors on monocytes and macrophages by microbial pathogens results in increased expression of CYP27B1 and vitamin D receptor (VDR) genes within these cells.
PMC3348565,S31,,"In the presence of adequate concentrations of calcifediol (25-hydroxyvitamin D), CYP27B1 leads to an increase synthesis of intracellular calcitriol (1,25-dihydroxyvitamin D)."
PMC3348565,S32,,"The binding of this to vitamin D receptors in turn results in increased intracellular formation of antimicrobial compounds, such as cathelicidins.5"
PMC3348565,S33,,"The generation of intracellular antimicrobial compounds is impaired in patients who are vitamin D deficient (ie, low serum concentrations of calcifediol)."
PMC3348565,S34,,It has been suggested that vitamin D might be used in the treatment of opportunistic and antibiotic-resistant infections.
PMC3348565,S35,,There is debate between investigators regarding concentrations that relate to optimum stores of vitamin D in the body.
PMC3348565,S36,,"In children, serum calcifediol concentrations should be maintained at 50 nmol/L (20 ng/mL) or greater for skeletal benefits.6"
PMC3348565,S37,,"Vitamin D deficiency rickets in children younger than 5 years is an endemic problem in developing countries, ranging from 5â€“45%, even where sunlight is abundant,1,2,7,8 and has also re-emerged in some developed countries.7,9"
PMC3348565,S38,,"In people, the main source of vitamin D is through the action of ultraviolet B radiation on 7-dehydrocholesterol in the skin, with small amounts derived from dietary sources."
PMC3348565,S39,,"In Afghanistan, dietary intake of vitamin D is low10 and exposure of women to sunlight is limited by the widespread use of the burqa."
PMC3348565,S40,,"Therefore, breastmilk, a normally poor source of vitamin D,11 becomes even more deficient."
PMC3348565,S41,,"Furthermore, the common practice of swaddling infants might reduce exposure to sunlight.2"
PMC3348565,S42,,Thus young children are at a high risk of vitamin D deficiency.
PMC3348565,S43,,A cross-sectional survey during the high-risk winter months in 2005 showed that greater than 95% of children younger than 5 years in a socioeconomically deprived part of Kabul had serum calcifediol levels of less than 37Â·5 nmol/L.12
PMC3348565,S44,,"On the basis of findings that vitamin D is an immunomodulator, that deficiency is a risk factor for pneumonia, and that quarterly supplementation had better compliance than daily or weekly supplementation,13,14 we aimed to test the hypothesis that quarterly 100â€ˆ000 IU vitamin D supplementation would reduce the incidence of radiologically confirmed pneumonia by 35% in our study population."
PMC3348565,S45,,"Our secondary hypotheses were that supplementation would reduce all pneumonias (radiologically confirmed or clinically defined), repeat episodes of pneumonia, hospital admissions, and all cause mortality."
PMC3348565,S46,,"We selected infants from inner-city Kabul because we knew the prevalence of vitamin D deficiency12 and incidence of pneumonia3,15 were high."
PMC3348565,S47,,Methods
PMC3348565,S48,,Participants
PMC3348565,S62,,Randomisation and masking
PMC3348565,S67,,Procedures
PMC3348565,S89,,Statistical analysis
PMC3348565,S107,,Role of the funding source
PMC3348565,S110,,Results
PMC3348565,S111,,Figure 1 Trial profile
PMC3348565,S112,,*One case was a severely malnourished child and another had received high-dose vitamin D within the past 3 months.
PMC3348565,S113,,"â€ Did not want to be enrolled in the project for reasons such as did not want to go to Maiwand hospital, did not want the fieldworkers to come to their house, and other with no clear reasons."
PMC3348565,S114,,"â€¡The syringe with code number of 2706 was given to the child with study number of 2707, with 1070 to 1084, and with 2393 to 2939."
PMC3348565,S115,,Â§The syringe with code number of 1418 was given to the child with study number of 1814 and with 2335 to 2235.
PMC3348565,S116,,Â¶The syringe with code number of 2215 was given to the child with study number of 2224.
PMC3348565,S117,,Figure 1 shows the trial profile.
PMC3348565,S118,,By the end of our trial 2616 of the 3046 recruited children were present in our study and 17 had died.
PMC3348565,S119,,The mortality rate in our study cohort was 4Â·2 per 1000 child years (95% CI 2Â·4â€“6Â·7): 4Â·2 per 1000 child years (2Â·4â€“6Â·7; ten cases) in our vitamin D group and 3Â·4 per 1000 child years (1Â·3â€“7Â·1; seven cases) in our placebo group.
PMC3348565,S120,,"The difference was not statistically significant, although our study was not powered to detect differences in death rate."
PMC3348565,S121,,Six children in the vitamin D and four in the placebo group died of septicaemia or pneumonia.
PMC3348565,S122,,The remaining seven deaths were due to accidental or congenital causes.
PMC3348565,S123,,We did not record any immediate or other adverse events associated with vitamin D3 supplementation.
PMC3348565,S124,,Table 1 Baseline characteristics of trial children and their families
PMC3348565,S125,,The number of children lost to follow-up was low and many children lost at one time because of travel rejoined the study later with rates being similar between the two groups (figure 1).
PMC3348565,S126,,"There was no statistically significant difference in any of the baseline characteristics between the groups (table 1), including reported sun exposure."
PMC3348565,S127,,Children that remained in our study had equally balanced characteristics.
PMC3348565,S128,,We did not identify any correlations between baseline variables.
PMC3348565,S129,,Table 2 Incidence rate of first or the only episode of pneumonia (intention-to-treat analysis)
PMC3348565,S130,,Table 3 Person-time at risk and incidence rate of repeat episodes of pneumonia from all sources (intention-to-treat analysis)
PMC3348565,S131,,"On intention-to-treat analysis, the incidence of the first episode of pneumonia was greater in the vitamin D rather than the placebo group, although this difference was not statistically significant (table 2)."
PMC3348565,S132,,The incidence rate of repeat episodes of all type pneumonia was significantly higher in the vitamin D group (table 3).
PMC3348565,S133,,"Restricting the definition of pneumonia confirmed with chest radiography to consolidation only, gave a rate of 0Â·011 per child per year (95% CI 0Â·008â€“0Â·017) in the vitamin D group and 0Â·008 (0Â·005â€“0Â·013) in the placebo group; this difference was not significant RR 1Â·44 (0Â·76â€“2Â·72)."
PMC3348565,S134,,"Extending the time between two consecutive episodes of pneumonia to 30 days to define a new repeat episode of pneumonia (used by the WHO Vaccine Trials group),19 gave similar results (data not shown)."
PMC3348565,S135,,Figure 2 Proportion of children with a first episode of pneumonia over time
PMC3348565,S136,,The proportion of children without an episode of pneumonia during our 18 month study did not differ between the groups (figure 2).
PMC3348565,S137,,"The incidence of first episodes of simple, severe or very severe pneumonias confirmed with chest radiography also did not differ (table 1, appendix)."
PMC3348565,S138,,"There were very few protocol violations and the results of our per-protocol and post-hoc analyses for children getting four and five consecutive doses were not different from that of our intention-to-treat analysis (table 2, 3; appendix) A further post-hoc analysis of the pneumonia rates by season also did not reveal any difference between the groups in our intention-to-treat or per-protocol analyses (data not shown)."
PMC3348565,S139,,Figure 3 Boxplot of serum calcifediol concentration
PMC3348565,S140,,"Vertical lines represent the time of supplementation, and each placebo and vitamin D pair represent a sampling time."
PMC3348565,S141,,Boxes are medians with IQRs.
PMC3348565,S142,,Circles represent outliers.
PMC3348565,S143,,"For November and December, 2008, p<0Â·001; for February, 2008, p=0Â·058; for May, 2008, p<0Â·001; and for July, 2009, p>1Â·0."
PMC3348565,S144,,"One child in the vitamin D group in January, 2008, and one in May, 2008, had serum concentrations greater than 375 nmol/L (not shown)."
PMC3348565,S145,,"The mean serum calcifediol concentration was consistently and significantly higher in the vitamin D group than in the placebo group at 1 week, 4 weeks, and 3 months after administration of the first dose of vitamin D during the winter and at 2 weeks' post administration of dose 3 (spring; figure 3)."
PMC3348565,S146,,"One child in the first sample (1 week after the first dose in November, 2008) and one in the spring sample (a month after the second dose) of the intervention group had results greater than 375 nmol/Lâ€”a toxic level.6"
