CONSORT_Item,PMCID,sentence_id,start_char_pos,end_char_pos,clean_sentence_text
0,PMC3386495,S108,18507,18760, The statistical analysis plan writing committee access accumulating data therefore expanded include independent statistician Gordon Murray University Edinburgh Edinburgh UK advise correct approach
4a,PMC4145439,S62,7735,7868, Patients permitted use DMARDs MTX within 12  weeks prior screening unless undertaking appropriate washout
0,PMC5264229,S86,10488,10673, Analysis ACR50 ACR70 also done PPS FAS DAS28 SDAI CDAI EULAR response done FAS available DAS28 SDAI CDAI analysed case
3a,PMC4797126,S101,16047,16183, We planned randomize 560 patients one three dose regimens quilizumab placebo 1 1 1 1 ratio 140 patients per group
6a,PMC3391717,S70,8685,8803, The interview translated Dutch Spanish standard procedure16 17 forward  backward translation
6a,PMC4893154,S58,8739,8881, Echocardiograms time points analyzed offline end study 2 senior echocardiographers blinded patient treatment
6a,PMC4469977,S93,13103,13240, Time recurrence  defined interval target lesion healing episode pyoderma gangrenosum site
3a,PMC4392313,S54,7362,7554, This two arm randomised multicentre double blind placebo controlled parallel group phase III study conducted USA Canada UK figure 1 34 sites MEASURE study
12a,PMC5418559,S94,16824,17089, Continuous efficacy variables assessed using analysis covariance model pooled investigator sites treatment group terms baseline covariate analysis variance model pooled investigator sites treatment terms
12b,PMC3686261,S63,9435,9637, Each model evaluated relationships HAQ DI either concurrent JE JSN independent variables covariate adjustment concurrent DAS28 baseline disease duration age sex
0,PMC4145444,S55,6810,6893, Powdered limestone locally available much lower cost calcium tablets
8b,PMC4145444,S59,7272,7598, Enrolled children randomised coin toss performed TDT receive direct observation either oral vitamin D2 50  000  IU ergocalciferol Pliva Inc East Hanover New Jersey every 4  weeks Ca D group placebo single vitamin B complex tablet every 4  weeks Ca group 24  weeks
6a,PMC4431679,S64,9540,10090, Secondary outcomes included failure modification treatment comprising treatment failure defined antibiotic treatment modification bacteriological failure defined growth MRSA day 7 cultures persistence bacteraemia 48 hours length hospital admission duration fever summing days least one measurement temperature 38  C day 30 development resistance defined acquisition trimethoprim sulfamethoxazole vancomycin resistant S aureus vancomycin resistant Enterococci
5,PMC3076731,S52,7117,7254, Participants enrolled age 12 25 years without spontaneous puberty late group started ethinylestradiol 14 years
5,PMC3002766,S58,8193,8328, The dose could remain decreased starting dose due intolerance possible subsequent increase target dose
0,PMC4213545,S63,10662,10882, All efficacy analyses exception E RS based ITT population defined randomized patients took dose study medication baseline least one postbaseline FEV1 assessment
5,PMC3076731,S48,6142,6361, Randomisation 1 oxandrolone placebo took place age 9 years enrolment older balanced enrolling centre quarter mid parental height previous exposure growth hormone treatment
11a,PMC4893154,S77,11262,11421, A single unblinded observer involvement patients  care study follow up J H B reviewed vitamin D result time point safety
12a,PMC3502035,S90,16999,17094, Continuous data presented means standard deviations medians interquartile ranges
5,PMC3623038,S58,7872,8007, The L dopa dose used assessment 150 usual first morning dose taken patients relieve symptoms table 1
0,PMC3386495,S55,8547,8853, Acute care protocols specified trial include components effective stroke unit care 19 including soon admission intravenous access monitoring physiological variables correction abnormalities clinically appropriate intravenous fluid therapy
12b,PMC4431679,S76,11482,11664, We entered variables significantly associated outcome univariate analysis P 0 05 correlated Spearman correlation 0 5 logistic regression analysis
0,PMC3420230,S102,17532,17572, No data unblinded time
6a,PMC4893154,S61,9034,9132, The system used baseline follow up studies 12 months individual patients
5,PMC3623038,S46,5740,5972, After 30 day dose titration phase increase 5  mg memantine per week placebo patients received daily dose 7 00 20  mg memantine ie usual recommended dose placebo 60  days
6a,PMC5064025,S72,10387,10533, In addition 3 adjudication committees made blinded assessments adverse events relation cardiac malignant infection related events
0,PMC3420230,S128,22443,22535, For analysis perinatal outcomes treated infants singletons twins equally
6a,PMC4213545,S53,8675,8928, Additional treatment comparisons coprimary parameter included aclidinium formoterol FDC dose versus monotherapy active treatment versus placebo aclidinium formoterol FDC 400 12   g versus aclidinium formoterol FDC 400 6   g
7a,PMC3756454,S81,11997,12302, On basis previous work examining effect clopidogrel PMA22 estimated 5 absolute change PMA would clinical significance least 12 paired samples would provide 80 power detect 10 absolute difference PMA baseline significance level 5
12a,PMC3018567,S119,18930,19042, The prevalence asymptomatic malaria 1 year compared treatment groups logistic regression
6a,PMC5264229,S65,7990,8126, Safety assessments included monitoring vital signs physical examination laboratory assessments reports adverse events AEs
0,PMC3109952,S75,10391,10540, This poor quality study found 58 cure rate among patients allocated cryotherapy compared 41 among treated salicylic acid
0,PMC5064025,S87,12537,12594, Results reported as  means 95 confidence limits
4a,PMC3109952,S41,5620,6250, Participants excluded study impaired healing diabetes peripheral vascular disease immunosuppressed agammaglobulinaemia taking immunosuppressant drugs oral corticosteroids neuropathy receiving renal dialysis cold intolerance Raynaud  s syndrome cold urticaria following conditions blood dyscrasias unknown origin cryoglobulinaemia cryofibrinogenaemia collagen autoimmune disease unable give informed consent currently trial evaluating treatments plantar wart
3a,PMC4213545,S42,6554,6576, Figure 1 Study design
6a,PMC3128457,S62,8201,8282, Measurement  A representative slice near centre haematoma selected
4a,PMC3944682,S64,9812,10129, Patients excluded asthmatic unless ibuprofen aspirin previously provided problems active previous peptic ulceration hypersensitive analgesics unable complete outcome measures example visually impaired psychosis severely depressed
6a,PMC3551223,S70,10476,10853, To assess working hypothesis add on strategy ie initiation tocilizumab plus continuation methotrexate would superior switch strategy ie initiation tocilizumab discontinuation methotrexate primary outcome measure study defined percentage patients remission according DAS28  ESR DAS28 2 6 week 24
4b,PMC3489506,S33,3907,4052, This randomised parallel group double masked multicentre placebo controlled phase III trial undertaken 19 sites England Wales
6a,PMC3668094,S53,7497,7587, Swabs obtained virus detection nose throat days 0 10 day 14
5,PMC5529963,S53,6609,6706, Baseline dosages MTX corticosteroid maintained first 18  weeks study
11b,PMC3489506,S52,6910,6995, The placebo capsules contents identical internal external appearance
0,PMC4085478,S102,14413,14524, Primary analysis based full analysis set intention treat included randomized patients
0,PMC3391717,S57,6677,6832, At admission hospital investigators recorded sex age World Federation Neurological Surgeons subarachnoid haemorrhage grade12 patient
6a,PMC3109952,S69,9363,9539, If neither available participant patient  s self reported outcome recorded week 12 patient questionnaire gone form  used
5,PMC3036630,S55,6967,7057, On one day sputum induced hypertonic saline venous blood sample obtained
5,PMC3016167,S105,14696,14900, During infusion patient closely observed reaction serum form sudden onset vomiting urticaria hypotension tachycardia bronchospasm angioneurotic oedema anaphylaxis
5,PMC3028347,S60,8824,8928, A daily chewable multivitamin Flintstones Complete containing 6 cyanocobalamin also prescribed
0,PMC3668094,S65,9178,9320, This also consistent 2010 position paper Ison colleagues choice efficacy endpoints severe influenza studies 26
0,PMC3489506,S95,13069,13148, The process adopted protecting trial validity suggested Evans 22
12a,PMC4145444,S72,9247,9399, Data analysis performed Excel 2003 Microsoft Corp Redmond Washington USA JMP V 9 0 1 SAS Institute Inc Cary North Carolina USA
5,PMC3016167,S110,15397,15543, The prazosin treated group required longer duration larger volumes intravenous crystalloid solution antivenom plus prazosin group
6a,PMC3266479,S62,7795,7987, Infusion syringes prepared immediately use nurse contained two ampoules blinded solutions salbutamol placebo diluted 40 mL saline 50 mL syringe
0,PMC3242163,S32,4360,4408, Details HPS reported previously 1  3
0,PMC4893154,S34,5113,5521, These guidelines suggest studies 1   aim replace physiological requirements supplementing 75 250 2 last least 9 months 3 supplement vitamin D3 D2 4   assay supplements potency 5 include regular serum measurement 25 OH D3 levels 6   aim achieve serum levels patients active therapy 100 160 nmol l 40 ng ml 64  ng ml
12a,PMC3128457,S116,15162,15295, Haemorrhage growth analysed using multiple linear regression analysis covariance main factor treatment group
