CONSORT_Item,PMCID,sentence_id,clean_sentence_text
0,PMC4145444,S57, Samples limestone toxic concentrations heavy metals
5,PMC4145444,S58, One level teaspoon powdered limestone approximately 3 5  g 938  mg elemental calcium mixed child s food porridge twice daily
8b,PMC4145444,S59, Enrolled children randomised coin toss performed TDT receive direct observation either oral vitamin D2 50  000  IU ergocalciferol Pliva Inc East Hanover New Jersey every 4  weeks Ca D group placebo single vitamin B complex tablet every 4  weeks Ca group 24  weeks
10,PMC4145444,S59, Enrolled children randomised coin toss performed TDT receive direct observation either oral vitamin D2 50  000  IU ergocalciferol Pliva Inc East Hanover New Jersey every 4  weeks Ca D group placebo single vitamin B complex tablet every 4  weeks Ca group 24  weeks
5,PMC4145444,S60, Subjects returned every 4  weeks supplements assessment adverse events
0,PMC4145444,S61, The weight limestone remaining visit recorded assess adherence
6a,PMC4145444,S62, Height weight venous blood wrist knee radiographs forearm bone density measurements obtained baseline 12 24  weeks enrolment
6a,PMC4145444,S63, Serum samples stored transported frozen Mayo Clinic analysis
6a,PMC4145444,S64, Serum calcium phosphorus alkaline phosphatase albumin measured standard methods
6a,PMC4145444,S65, Serum 25 OH D measured isotope dilution liquid chromatography  tandem mass spectrometry LC MS MS 9
6a,PMC4145444,S66, Unless otherwise indicated subscript notation individual metabolites 25 OH D refers total concentrations 25 OH D2 25 OH D3
6a,PMC4145444,S67, Concentrations 25 OH D limit detection 5  nmol L 25 OH D3 10  nmol L 25 OH D2 designated zero data analysis
6a,PMC4145444,S69, The primary outcome combined attainment radiographic score 1 5 less serum alkaline phosphatase concentration 350  U L less
6a,PMC4145444,S70, All radiographs scored independently two authors TDT PRF mean score used analysis
7a,PMC4145444,S71, Based primary outcome measures radiographic score serum alkaline phosphatase values SDs based previous studies 1 6 radiographic score 150  U L alkaline phosphatase 40 subjects treatment group would provide 80 power 95 CI detect difference groups 1 0 final radiographic score 100  U L alkaline phosphatase
12a,PMC4145444,S72, Data analysis performed Excel 2003 Microsoft Corp Redmond Washington USA JMP V 9 0 1 SAS Institute Inc Cary North Carolina USA
12a,PMC4145444,S73, Unless otherwise noted means SDs reported continuous variables normal distributions medians reported non normally distributed variables
12a,PMC4145444,S74, A paired t test used compare values continuous normally distributed variables baseline values unpaired t test used compare values continuous variables groups
12a,PMC4145444,S75, The Wilcoxon test used compare non normally distributed variables
12a,PMC4145444,S76, Logistic regression used assess effect treatment group primary outcome controlling baseline group differences test interactions variables
0,PMC4145444,S77, p Values less 0 05 considered significant
3a,PMC4213545,S37, This phase 3 randomized double blind study patients moderate severe COPD conducted 222 centers throughout North America Australia New Zealand NCT01437397 accordance International Conference Harmonization Good Clinical Practice guidelines Declaration Helsinki
4b,PMC4213545,S37, This phase 3 randomized double blind study patients moderate severe COPD conducted 222 centers throughout North America Australia New Zealand NCT01437397 accordance International Conference Harmonization Good Clinical Practice guidelines Declaration Helsinki
0,PMC4213545,S38, The protocol approved Institutional Review Board study center patients gave written informed consent participating study procedures
11a,PMC4213545,S39, The study comprised 2 3 week run in period prior 24 week double blind treatment period Figure 1
3a,PMC4213545,S39, The study comprised 2 3 week run in period prior 24 week double blind treatment period Figure 1
5,PMC4213545,S40, Patients equally randomized twice daily aclidinium formoterol FDC 400 12 _g aclidinium formoterol FDC 400 6 _g aclidinium 400 _g formoterol 12 _g placebo administered via multidose dry powder inhaler Genuair  Pressair 
14a,PMC4213545,S41, The first patient first visit October 4 2011 last patient completed February 6 2013
3a,PMC4213545,S42, Figure 1 Study design
5,PMC4213545,S43, ACL400 FOR12 FDC fixed dose combination aclidinium 400 _g formoterol 12 _g ACL400 FOR6 FDC fixed dose combination aclidinium 400 _g formoterol 6 _g D day Wk week
4a,PMC4213545,S45, Patients aged eligible current former smokers pack years diagnosed stable moderate severe expiratory airflow obstruction according GOLD guidelines postbronchodilator forced expiratory volume 1 second FEV1 forced vital capacity FVC 70 FEV1     30 80 predicted 1
4a,PMC4213545,S46, Main exclusion criteria COPD exacerbation respiratory tract infection hospitalized exacerbation screening clinically significant respiratory conditions including asthma clinically significant cardiovascular CV conditions including myocardial infarction MI within previous 6 months unstable angina unstable arrhythmia required changes pharmacological therapy intervention within previous 6 months
5,PMC4213545,S47, Use long acting bronchodilators investigative treatment permitted
5,PMC4213545,S48, Other COPD medications theophylline inhaled corticosteroids ICS oral parenteral corticosteroids 20 mg every day prednisone allowed treatment stable prior screening
5,PMC4213545,S49, Use albuterol salbutamol rescue medication permitted
6a,PMC4213545,S51, Coprimary efficacy parameters assessed standardized spirometric measurements lung function 14 change baseline week 24 1 hour morning postdose FEV1 FDC versus aclidinium contribution formoterol change baseline week 24 morning predose trough FEV1 FDC versus formoterol contribution aclidinium
6a,PMC4213545,S52, Secondary efficacy parameters change baseline St George  s Respiratory Questionnaire SGRQ total score week 24 FDC versus placebo improvement Transition Dyspnea Index TDI focal score week 24 FDC versus placebo
6a,PMC4213545,S53, Additional treatment comparisons coprimary parameter included aclidinium formoterol FDC dose versus monotherapy active treatment versus placebo aclidinium formoterol FDC 400 12 _g versus aclidinium formoterol FDC 400 6 _g
6a,PMC4213545,S54, Additional efficacy parameters included change baseline peak FEV1 visits 12 hour spirometry measurements subset intention to treat ITT population based change baseline FEV1 study visits SGRQ Baseline Transition Dyspnea Index BDI TDI study visits except week 24 rescue medication use onset action bronchodilation daily COPD symptoms assessed Exacerbations Chronic Pulmonary Disease Tool EXACT Respiratory Symptoms E RS questionnaire 15
6a,PMC4213545,S55, A Nighttime Symptoms COPD Instrument NiSCI 16 17 Early Morning Symptoms COPD Instrument EMSCI 18  newly developed patient reported outcome measures undergoing empirical testing  were completed twice daily patients using electronic diary
6a,PMC4213545,S56, Safety assessed reporting adverse events AEs clinical laboratory tests vital signs electrocardiograms ECGs 24 hour 12 lead Holter monitoring
6a,PMC4213545,S57, Major adverse cardiovascular events MACE defined composite CV deaths nonfatal MIs nonfatal strokes
6a,PMC4213545,S58, MACE evaluated classified adjudication committee independent cardiologists participating study blinded treatment
6a,PMC4213545,S59, To identify MACE list AEs reported randomized patients based standard medical dictionary regulatory activities MedDRA queries cardiac disorders cerebrovascular disorders used
6a,PMC4213545,S60, Assessments efficacy safety outcomes occurred various timepoints throughout study Additional file 1 Table S1
12a,PMC4213545,S62, Statistical analyses performed using SAS  version 9 2
0,PMC4213545,S63, All efficacy analyses exception E RS based ITT population defined randomized patients took dose study medication baseline least one postbaseline FEV1 assessment
0,PMC4213545,S64, E RS data analyzed ITT Exacerbation Population included patients randomized population took least 1 dose double blind investigational product
12a,PMC4213545,S65, Change baseline bronchodilation outcomes analyzed mixed model repeated measures MMRM treatment group sex smoking status visit treatment group by visit interaction fixed effect factors corresponding baseline values age covariates pre postbronchodilator FEV1 covariate FEV1 outcomes
12b,PMC4213545,S65, Change baseline bronchodilation outcomes analyzed mixed model repeated measures MMRM treatment group sex smoking status visit treatment group by visit interaction fixed effect factors corresponding baseline values age covariates pre postbronchodilator FEV1 covariate FEV1 outcomes
7a,PMC4213545,S66, A sample size 1550 310 per randomized group estimated provide least 90 power detect statistically significant treatment difference 100 mL standard deviation 280 mL FDC dose versus aclidinium monotherapy change baseline 1 hour morning postdose FEV1 week 24 65 mL standard deviation 240 mL FDC dose versus formoterol monotherapy change baseline morning predose trough FEV1 week 24
